id,name,province,city,address,types,1st,2nd
11110068,로또,서울,광진구,서울 광진구 자양4동 6-39번지 ,lotto645,1,2
11100873,버스토큰판매소,서울,구로구,서울 구로구 시흥대로 577 구로디지털단지 6번출구앞 가판점  ,lotto645|pension720|speetto,3,16
12710128,왕대박로또,대구,달서구,대구 달서구  야외음악당로9길 69 1층 복권방,lotto645,1,6
12900112,맑은샘,광주,동구,광주 동구  중앙로 161-1 NC웨이브 정문앞 가판,lotto645|pension720|speetto,2,8
12820018,와따복권방,인천,서구,인천 서구  검단로 490 1층,lotto645|pension720|speetto,2,5
13000156,대전우표사,대전,동구,대전 동구  중앙로204번길 16-1 ,lotto645|pension720|speetto,6,17
14190001,천하명당복권방,경기,안성시,경기 안성시  중앙로 424 ,lotto645|pension720|speetto,2,10
14490006,천하제일복권명당연무점,충남,논산시,충남 논산시  연무읍 안심로 163 ,lotto645|speetto,2,9
11190229,buy the way (반포공원점),서울,서초구,서울 서초구 반포동  709-8번지,lotto645|speetto,1,1
12610026,가락하단,부산,사하구,부산 사하구 하단동 885-9번지 세븐일레븐,lotto645|speetto,1,5
14100441,OK편의점,경기,이천시,경기 이천시  중리천로 56 ,lotto645|pension720|speetto,2,11
14300077,현대복권방,충북,청주시,충북 청주시 청원구  향군로 140-1 ,lotto645|pension720|speetto,1,6
13010061,애니타임로또,대전,유성구,대전 유성구 장대동 281-23번지 커피숍 내,lotto645,1,3
14110310,로또박사,경기,의정부시,경기 의정부시 신곡동(신곡2동) 760-2 ,lotto645|speetto,1,2
14310083,로또스튜디오,충북,청주시,충북 청주시 청원구  사뜸로 48-1 1층,lotto645|pension720|speetto,4,8
14800144,로또방,경남,창원시,경남 창원시 의창구  봉곡로 81 ,lotto645|pension720|speetto,1,7
12800162,동수슈퍼문구복권,인천,부평구,인천 부평구  동수로 101 ,lotto645|pension720|speetto,2,3
14100545,수원복드림,경기,수원시,경기 수원시 장안구 조원동(조원1동) 768-10 ,lotto645|speetto,1,2
14100207,노다지복권방,경기,안산시,경기 안산시 단원구 와동  779-7번지 102호,lotto645|speetto,1,3
14100257,명동슈퍼,경기,광명시,경기 광명시  디지털로 17 1동 107호(철산동 (주)티오티비 오렌지타운),lotto645|pension720|speetto,3,11
14310108,인생역전로또,충북,청주시,충북 청주시 상당구 용암동 1795번지 ,lotto645|speetto,1,6
24920001,GS25(노형대림점),제주,제주시,제주 제주시 노형동 2511-5 성림미래안아파트1층102호,lotto645,1,5
11101161,행운마트,서울,강동구,서울 강동구 천호동 100-3번지 ,lotto645,1,1
12600173,삼덕상회,부산,금정구,부산 금정구  구서1동 409-11번지하프타임 편의점 내,lotto645|speetto,1,1
12810001,강화상회,인천,강화군,인천 강화군 강화읍  갑곳리  846-1번지 102호,lotto645|speetto,1,2
14120040,태일이엔지,경기,수원시,경기 수원시 권선구  경수대로302번길 22 상가동 107호(권선동 권선한양아파트),lotto645|pension720|speetto,3,15
